<<<<<<< HEAD
766,,,,,,,,,,SVOP,,,PHKG1,,,,MYH11 | AMEX60DD020580,,,,,,,
767,,,,,,,,,,GNAL,,,SNHG17,,,,ACTB.L[nr]|ACTB[hs] | AMEX60DD025726,,,,,,,
768,,,,,,,,,,PRNP,,,ZWINT,,,,F5 | AMEX60DD047565,,,,,,,
769,,,,,,,,,,HSPA12A,,,ALCAM,,,,ANGPT4[nr]|ANGPT1[hs] | AMEX60DD027140,,,,,,,
770,,,,,,,,,,MIAT,,,PLPP1,,,,NTNG1 | AMEX60DD019201,,,,,,,
771,,,,,,,,,,NTM,,,EFHD1,,,,FBP1 | AMEX60DD043063,,,,,,,
772,,,,,,,,,,FAM107B,,,EPB41L5,,,,CALM2[nr]|CALM1[hs] | AMEX60DD035913,,,,,,,
773,,,,,,,,,,PAQR6,,,DDIT3,,,,AGT | AMEX60DD035333,,,,,,,
774,,,,,,,,,,CTNNB1,,,CILP,,,,APCDD1 | AMEX60DD038203,,,,,,,
775,,,,,,,,,,FHL1,,,PIK3CD,,,,CUNH17ORF58[nr]|C17ORF58[hs] | AMEX60DD031114,,,,,,,
776,,,,,,,,,,PFKP,,,SMC4,,,,BCAN | AMEX60DD016845,,,,,,,
777,,,,,,,,,,TFF1,,,APOL3,,,,GNG5 | AMEX60DD019042,,,,,,,
778,,,,,,,,,,ATP5F1B,,,PPID,,,,PRR7 | AMEX60DD027874,,,,,,,
779,,,,,,,,,,B4GALT6,,,SCGB2A2,,,,SDHAF2 | AMEX60DD004615,,,,,,,
780,,,,,,,,,,SIRT2,,,GRINA,,,,SEPTIN7 | AMEX60DD038047,,,,,,,
781,,,,,,,,,,PRKAR1B,,,CEMIP2,,,,ASIC4 | AMEX60DDU001008930,,,,,,,
782,,,,,,,,,,ABCA2,,,MYO6,,,,RGR | AMEX60DD052006,,,,,,,
783,,,,,,,,,,FABP3,,,HOPX,,,,LOC114603431[nr]|HSPA8[hs] | AMEX60DD017913,,,,,,,
784,,,,,,,,,,CPNE5,,,CSRNP2,,,,AMEX60DD054004,,,,,,,
785,,,,,,,,,,TPST2,,,APOL2,,,,RRBP1 | AMEX60DD034778,,,,,,,
786,,,,,,,,,,KCNQ3,,,HILPDA,,,,AMEX60DD056123,,,,,,,
787,,,,,,,,,,CXCL14,,,TXNL4A,,,,LOC115657461[nr]|CPA3[hs] | AMEX60DD001959,,,,,,,
788,,,,,,,,,,CDK18,,,CD37,,,,RPL10A | AMEX60DD008783,,,,,,,
789,,,,,,,,,,IGLC2,,,G0S2,,,,NPTX1 | AMEX60DD031350,,,,,,,
790,,,,,,,,,,NEUROD2,,,HLA-DPA1,,,,VIP | AMEX60DD034746,,,,,,,
791,,,,,,,,,,TANC2,,,CD3E,,,,PLVAP | AMEX60DD013910,,,,,,,
792,,,,,,,,,,CFD,,,CBWD5,,,,EGF | AMEX60DD044302,,,,,,,
793,,,,,,,,,,PPP3CA,,,GPRC5B,,,,LOC100555387[nr]|IGFBP5[hs] | AMEX60DD056219,,,,,,,
794,,,,,,,,,,CISD1,,,CDH11,,,,SLC4A4 | AMEX60DD043658,,,,,,,
795,,,,,,,,,,DNM1,,,ACAT1,,,,MIEN1 | AMEX60DD003604,,,,,,,
796,,,,,,,,,,MAP7D2,,,PPFIA1,,,,MOB3A | AMEX60DD014452,,,,,,,
797,,,,,,,,,,NRCAM,,,RPL26L1,,,,CAVIN1 | AMEX60DD010031,,,,,,,
798,,,,,,,,,,OLFM1,,,IGFBP5,,,,AMEX60DDU001010113,,,,,,,
799,,,,,,,,,,MAP7,,,ITM2A,,,,PCP4 | AMEX60DD047161,,,,,,,
800,,,,,,,,,,MYT1L,,,KRT81,,,,LOC102692279[nr]|DCK[hs] | AMEX60DD029069,,,,,,,
801,,,,,,,,,,ASS1,,,COX7A2,,,,RPL18 | AMEX60DD016566,,,,,,,
802,,,,,,,,,,RALB,,,CFB,,,,FKBP10 | AMEX60DD010079,,,,,,,
803,,,,,,,,,,SGK1,,,UBE2B,,,,CFAP100 | AMEX60DD023454,,,,,,,
804,,,,,,,,,,CA4,,,MT2A,,,,ADGRA2 | AMEX60DD002519,,,,,,,
805,,,,,,,,,,RGS4,,,TBC1D10C,,,,FGF17 | AMEX60DD002799,,,,,,,
806,,,,,,,,,,UBLCP1,,,PLXNA3,,,,VWC2L.2.S[nr]|VWC2L[hs] | AMEX60DD019831,,,,,,,
807,,,,,,,,,,DGKE,,,IL2RG,,,,COL18A1[nr] | AMEX60DD055544,,,,,,,
808,,,,,,,,,,IGHA2,,,RASSF10,,,,AMEX60DD027994,,,,,,,
809,,,,,,,,,,ZYG11B,,,ANKH,,,,SLC7A10 | AMEX60DD017624,,,,,,,
810,,,,,,,,,,ATP5IF1,,,TRAC,,,,AADAC | AMEX60DD001901,,,,,,,
811,,,,,,,,,,LRRC8D,,,COL14A1,,,,AMEX60DD007317,,,,,,,
812,,,,,,,,,,FEZ1,,,RMND1,,,,PTX3 | AMEX60DD001838,,,,,,,
813,,,,,,,,,,CCNG2,,,RASGRP2,,,,LOC108799893[nr]|JUN[hs] | AMEX60DD043789,,,,,,,
814,,,,,,,,,,CAMK4,,,XPOT,,,,GREM1 | AMEX60DD012132,,,,,,,
815,,,,,,,,,,SCG2,,,MRPL15,,,,CACHD1 | AMEX60DD019364,,,,,,,
816,,,,,,,,,,PLEKHB1,,,PLXNB1,,,,LOC113408961[nr]|CHKB-CPT1B[hs] | AMEX60DD007879,,,,,,,
817,,,,,,,,,,NPTXR,,,PIGC,,,,SCGN | AMEX60DD038981,,,,,,,
818,,,,,,,,,,BAIAP3,,,TCP1,,,,WNT2B | AMEX60DD008914,,,,,,,
819,,,,,,,,,,CSRP1,,,GINS2,,,,MMP13 | AMEX60DD049488,,,,,,,
820,,,,,,,,,,SOX8,,,ADAM12,,,,CSPG4 | AMEX60DD003939,,,,,,,
821,,,,,,,,,,CNST,,,LTF,,,,AB205_0167070[nr]|NCAM1[hs] | AMEX60DD015952,,,,,,,
822,,,,,,,,,,NSG2,,,TBC1D9,,,,WIF1 | AMEX60DD008217,,,,,,,
823,,,,,,,,,,HSPA1B,,,MUC19,,,,DDX5 | AMEX60DD031103,,,,,,,
824,,,,,,,,,,MORF4L2,,,USP14,,,,VWA2 | AMEX60DD053181,,,,,,,
825,,,,,,,,,,SLC6A1,,,RAC3,,,,HSPB8 | AMEX60DD001144,,,,,,,
826,,,,,,,,,,COQ10B,,,NKG7,,,,ADAMTS3 | AMEX60DD044173,,,,,,,
827,,,,,,,,,,GPR37,,,PTGFRN,,,,SHISA6 | AMEX60DD030578,,,,,,,
828,,,,,,,,,,RSRC1,,,TROAP,,,,FZD5 | AMEX60DD055073,,,,,,,
829,,,,,,,,,,DPYSL5,,,FAAH2,,,,LOC115073499[nr]|E2F2[hs] | AMEX60DD005547,,,,,,,
830,,,,,,,,,,CLEC3A,,,CCN4,,,,UPB1 | AMEX60DD000444,,,,,,,
831,,,,,,,,,,SNX10,,,DIO1,,,,AMEX60DD054256,,,,,,,
832,,,,,,,,,,SLC9A6,,,KIF23,,,,ADGRL4 | AMEX60DD018935,,,,,,,
833,,,,,,,,,,TEF,,,ADAMTS2,,,,COLEC12 | AMEX60DD039466,,,,,,,
834,,,,,,,,,,ATP1B2,,,ECT2,,,,RPL35A | AMEX60DD003014,,,,,,,
835,,,,,,,,,,CBLN2,,,MBOAT2,,,,ECH1 | AMEX60DD024274,,,,,,,
836,,,,,,,,,,ADAM23,,,GPRIN3,,,,CD74 | AMEX60DD030131,,,,,,,
837,,,,,,,,,,PCP4,,,PTGDS,,,,AB205_0026330[nr]|ISYNA1[hs] | AMEX60DD014135,,,,,,,
838,,,,,,,,,,FBXO9,,,ADAMTS4,,,,SEMA3E | AMEX60DD006238,,,,,,,
839,,,,,,,,,,NKX6-2,,,C19orf81,,,,CDH5 | AMEX60DD015366,,,,,,,
840,,,,,,,,,,EXTL2,,,HUS1B,,,,CHPF2 | AMEX60DD026214,,,,,,,
841,,,,,,,,,,ASNS,,,IFITM10,,,,SLC10A6 | AMEX60DD043891,,,,,,,
842,,,,,,,,,,AL078639.1,,,SNHG6,,,,LOC107743981[nr]|SIX6[hs] | AMEX60DD011857,,,,,,,
843,,,,,,,,,,GPX3,,,KLF10,,,,LLAP_20936[nr]|GGT5[hs] | AMEX60DD000431,,,,,,,
844,,,,,,,,,,,,,CYB5A,,,,LOC105092010[nr]|ZNF585A[hs] | AMEX60DD046532,,,,,,,
845,,,,,,,,,,,,,LINC02593,,,,LOC111571239[nr] | AMEX60DD001331,,,,,,,
846,,,,,,,,,,,,,HES6,,,,EGFL6 | AMEX60DD048505,,,,,,,
847,,,,,,,,,,,,,SLC9A3R2,,,,OLFML2A | AMEX60DD050542,,,,,,,
848,,,,,,,,,,,,,WRNIP1,,,,CD302 | AMEX60DD055797,,,,,,,
849,,,,,,,,,,,,,IGLC2,,,,SLC6A11 | AMEX60DD023992,,,,,,,
850,,,,,,,,,,,,,CRISP2,,,,AMEX60DD003045,,,,,,,
851,,,,,,,,,,,,,DEGS1,,,,SLC32A1 | AMEX60DD028674,,,,,,,
852,,,,,,,,,,,,,TMEM101,,,,NDRG4 | AMEX60DD015507,,,,,,,
853,,,,,,,,,,,,,RPRD2,,,,RPL14 | AMEX60DDU001008803,,,,,,,
854,,,,,,,,,,,,,SPARC,,,,GPC4 | AMEX60DD037492,,,,,,,
855,,,,,,,,,,,,,IL16,,,,UBC | AMEX60DD054762,,,,,,,
856,,,,,,,,,,,,,GBP5,,,,CD99[nr] | AMEX60DD048204,,,,,,,
857,,,,,,,,,,,,,CD82,,,,AMEX60DD009443,,,,,,,
858,,,,,,,,,,,,,BOLA3,,,,AFAP1L1 | AMEX60DD027728,,,,,,,
859,,,,,,,,,,,,,S100A13,,,,PMEPA1 | AMEX60DDU001002710,,,,,,,
860,,,,,,,,,,,,,AL451165.2,,,,CCDC83 | AMEX60DD049643,,,,,,,
861,,,,,,,,,,,,,TOB1,,,,ANGPTL4 | AMEX60DD014684,,,,,,,
862,,,,,,,,,,,,,LHFPL6,,,,ARRDC2 | AMEX60DD014074,,,,,,,
863,,,,,,,,,,,,,NDUFAF6,,,,DR999_PMT10249[nr] | AMEX60DD018201,,,,,,,
864,,,,,,,,,,,,,OTUD6B-AS1,,,,LYG2.S[nr]|LYG2[hs] | AMEX60DD047824,,,,,,,
865,,,,,,,,,,,,,ADGRL2,,,,SLC29A1 | AMEX60DD036508,,,,,,,
866,,,,,,,,,,,,,RPA3,,,,TRIM55 | AMEX60DD039825,,,,,,,
867,,,,,,,,,,,,,CCNG2,,,,P4HB[nr] | AMEX60DD031478,,,,,,,
868,,,,,,,,,,,,,GZMA,,,,DV515_00000735[nr]|RPS7[hs] | AMEX60DD033341,,,,,,,
869,,,,,,,,,,,,,MT1G,,,,VSTM2A | AMEX60DD038591,,,,,,,
870,,,,,,,,,,,,,C18orf25,,,,AMEX60DD011465,,,,,,,
871,,,,,,,,,,,,,ALOX5AP,,,,CHRDL1 | AMEX60DD037123,,,,,,,
872,,,,,,,,,,,,,CLEC3A,,,,EIF3G | AMEX60DD031858,,,,,,,
873,,,,,,,,,,,,,MESP1,,,,LGALS1[hs] | AMEX60DD029362,,,,,,,
874,,,,,,,,,,,,,PEG10,,,,EFNA1 | AMEX60DD014862,,,,,,,
875,,,,,,,,,,,,,PCGF1,,,,CCER2[nr]|CHGA[hs] | AMEX60DD024290,,,,,,,
876,,,,,,,,,,,,,BCCIP,,,,RPL31 | AMEX60DD047845,,,,,,,
877,,,,,,,,,,,,,SLC27A2,,,,CRHBP | AMEX60DD042341,,,,,,,
878,,,,,,,,,,,,,RHPN2,,,,MFNG | AMEX60DD029347,,,,,,,
879,,,,,,,,,,,,,BMERB1,,,,LOC115458015[nr] | AMEX60DD009522,,,,,,,
880,,,,,,,,,,,,,ZNF226,,,,ERMN | AMEX60DD055819,,,,,,,
881,,,,,,,,,,,,,RGS5,,,,AMEX60DD053567,,,,,,,
882,,,,,,,,,,,,,GRHL1,,,,DR999_PMT12449[nr]|SLC6A1[hs] | AMEX60DD023994,,,,,,,
883,,,,,,,,,,,,,LSS,,,,TMEM37 | AMEX60DD056036,,,,,,,
884,,,,,,,,,,,,,STRA6,,,,CBS | AMEX60DD046795,,,,,,,
885,,,,,,,,,,,,,ESPL1,,,,LOC115466141[nr]|RPL5[hs] | AMEX60DD010795,,,,,,,
886,,,,,,,,,,,,,KIFC1,,,,RPS18 | AMEX60DD010813,,,,,,,
887,,,,,,,,,,,,,QPCT,,,,FSTL1 | AMEX60DD046943,,,,,,,
888,,,,,,,,,,,,,BTG2,,,,MFAP4 | AMEX60DD028164,,,,,,,
889,,,,,,,,,,,,,COMP,,,,DKK3 | AMEX60DD004826,,,,,,,
890,,,,,,,,,,,,,HSBP1,,,,LOC107296474[nr]|RPL13A[hs] | AMEX60DD016362,,,,,,,
891,,,,,,,,,,,,,IGKC,,,,ATP5F1E | AMEX60DD027266,,,,,,,
892,,,,,,,,,,,,,SECTM1,,,,DDR2 | AMEX60DD018528,,,,,,,
893,,,,,,,,,,,,,CHRD,,,,UGT8 | AMEX60DD044795,,,,,,,
894,,,,,,,,,,,,,TUBA1C,,,,OLFML1 | AMEX60DD004862,,,,,,,
895,,,,,,,,,,,,,KDM4B,,,,AMEX60DD049767,,,,,,,
896,,,,,,,,,,,,,PTGIS,,,,LOC108696041[nr]|MFAP5[hs] | AMEX60DD026748,,,,,,,
897,,,,,,,,,,,,,PTP4A2,,,,LOC115094431[nr] | AMEX60DD022547,,,,,,,
898,,,,,,,,,,,,,ACSF2,,,,LOC115659439[nr] | AMEX60DD007129,,,,,,,
899,,,,,,,,,,,,,HSPB8,,,,RPS27[nr] | AMEX60DD015050,,,,,,,
900,,,,,,,,,,,,,CCL4,,,,CAT | AMEX60DD005098,,,,,,,
901,,,,,,,,,,,,,HSPA6,,,,KCNJ13 | AMEX60DD002619,,,,,,,
902,,,,,,,,,,,,,FRZB,,,,WNT3A | AMEX60DD020503,,,,,,,
903,,,,,,,,,,,,,PCLAF,,,,AMEX60DD029387,,,,,,,
904,,,,,,,,,,,,,FCGR3A,,,,ATP10A | AMEX60DD047747,,,,,,,
905,,,,,,,,,,,,,PIP5K1A,,,,KLHL4 | AMEX60DD037742,,,,,,,
906,,,,,,,,,,,,,MAPK9,,,,,,,,,,,
907,,,,,,,,,,,,,COX19,,,,,,,,,,,
908,,,,,,,,,,,,,LUM,,,,,,,,,,,
909,,,,,,,,,,,,,PSD3,,,,,,,,,,,
910,,,,,,,,,,,,,MAGED2,,,,,,,,,,,
911,,,,,,,,,,,,,MCM4,,,,,,,,,,,
912,,,,,,,,,,,,,TMEM42,,,,,,,,,,,
913,,,,,,,,,,,,,PLXDC1,,,,,,,,,,,
914,,,,,,,,,,,,,AC008663.1,,,,,,,,,,,
915,,,,,,,,,,,,,C17orf58,,,,,,,,,,,
916,,,,,,,,,,,,,EFNA4,,,,,,,,,,,
917,,,,,,,,,,,,,ABHD2,,,,,,,,,,,
918,,,,,,,,,,,,,TM7SF2,,,,,,,,,,,
919,,,,,,,,,,,,,ARHGAP32,,,,,,,,,,,
920,,,,,,,,,,,,,SLC2A1,,,,,,,,,,,
921,,,,,,,,,,,,,CYP2A7,,,,,,,,,,,
922,,,,,,,,,,,,,CLDN4,,,,,,,,,,,
923,,,,,,,,,,,,,DCN,,,,,,,,,,,
924,,,,,,,,,,,,,MELK,,,,,,,,,,,
925,,,,,,,,,,,,,DUSP4,,,,,,,,,,,
926,,,,,,,,,,,,,CYP2A6,,,,,,,,,,,
927,,,,,,,,,,,,,HSPA4,,,,,,,,,,,
928,,,,,,,,,,,,,CNIH4,,,,,,,,,,,
929,,,,,,,,,,,,,EIF2D,,,,,,,,,,,
930,,,,,,,,,,,,,TMEM25,,,,,,,,,,,
931,,,,,,,,,,,,,LSM3,,,,,,,,,,,
932,,,,,,,,,,,,,ABCA12,,,,,,,,,,,
933,,,,,,,,,,,,,SCGB1D2,,,,,,,,,,,
934,,,,,,,,,,,,,RET,,,,,,,,,,,
935,,,,,,,,,,,,,SNRPF,,,,,,,,,,,
936,,,,,,,,,,,,,EXOC2,,,,,,,,,,,
937,,,,,,,,,,,,,C11orf96,,,,,,,,,,,
938,,,,,,,,,,,,,NUPR1,,,,,,,,,,,
939,,,,,,,,,,,,,IGHG4,,,,,,,,,,,
940,,,,,,,,,,,,,THY1,,,,,,,,,,,
941,,,,,,,,,,,,,PHF19,,,,,,,,,,,
942,,,,,,,,,,,,,ABCC5,,,,,,,,,,,
943,,,,,,,,,,,,,ATP8A2,,,,,,,,,,,
944,,,,,,,,,,,,,COL1A1,,,,,,,,,,,
945,,,,,,,,,,,,,TATDN3,,,,,,,,,,,
946,,,,,,,,,,,,,CARHSP1,,,,,,,,,,,
947,,,,,,,,,,,,,ABI3BP,,,,,,,,,,,
948,,,,,,,,,,,,,OLFML2A,,,,,,,,,,,
949,,,,,,,,,,,,,TPSB2,,,,,,,,,,,
950,,,,,,,,,,,,,SAPCD2,,,,,,,,,,,
951,,,,,,,,,,,,,C3orf14,,,,,,,,,,,
952,,,,,,,,,,,,,ICAM1,,,,,,,,,,,
953,,,,,,,,,,,,,RBM24,,,,,,,,,,,
954,,,,,,,,,,,,,ARL4A,,,,,,,,,,,
955,,,,,,,,,,,,,PHYHD1,,,,,,,,,,,
956,,,,,,,,,,,,,DNAJA1,,,,,,,,,,,
957,,,,,,,,,,,,,SCD5,,,,,,,,,,,
958,,,,,,,,,,,,,ERBB3,,,,,,,,,,,
959,,,,,,,,,,,,,MIDN,,,,,,,,,,,
960,,,,,,,,,,,,,BAG3,,,,,,,,,,,
961,,,,,,,,,,,,,BHLHE40,,,,,,,,,,,
962,,,,,,,,,,,,,ENPP1,,,,,,,,,,,
963,,,,,,,,,,,,,TSPAN1,,,,,,,,,,,
964,,,,,,,,,,,,,PCSK6,,,,,,,,,,,
965,,,,,,,,,,,,,COL5A1,,,,,,,,,,,
966,,,,,,,,,,,,,SRARP,,,,,,,,,,,
967,,,,,,,,,,,,,KAT6B,,,,,,,,,,,
968,,,,,,,,,,,,,C15orf48,,,,,,,,,,,
969,,,,,,,,,,,,,ZCCHC10,,,,,,,,,,,
970,,,,,,,,,,,,,CD3D,,,,,,,,,,,
971,,,,,,,,,,,,,SLC16A6,,,,,,,,,,,
972,,,,,,,,,,,,,PYCR3,,,,,,,,,,,
973,,,,,,,,,,,,,SPTSSA,,,,,,,,,,,
974,,,,,,,,,,,,,HIST2H2AA4,,,,,,,,,,,
975,,,,,,,,,,,,,AURKB,,,,,,,,,,,
976,,,,,,,,,,,,,WIPI1,,,,,,,,,,,
977,,,,,,,,,,,,,IFIT1,,,,,,,,,,,
978,,,,,,,,,,,,,ENTPD5,,,,,,,,,,,
979,,,,,,,,,,,,,RAMAC,,,,,,,,,,,
980,,,,,,,,,,,,,ZNF44,,,,,,,,,,,
981,,,,,,,,,,,,,LBH,,,,,,,,,,,
982,,,,,,,,,,,,,SERINC2,,,,,,,,,,,
983,,,,,,,,,,,,,KCNK15,,,,,,,,,,,
984,,,,,,,,,,,,,AC010998.3,,,,,,,,,,,
985,,,,,,,,,,,,,SLC27A3,,,,,,,,,,,
986,,,,,,,,,,,,,ICAM2,,,,,,,,,,,
987,,,,,,,,,,,,,CSAD,,,,,,,,,,,
988,,,,,,,,,,,,,LINC00472,,,,,,,,,,,
989,,,,,,,,,,,,,CTHRC1,,,,,,,,,,,
990,,,,,,,,,,,,,CCL14,,,,,,,,,,,
991,,,,,,,,,,,,,PLAUR,,,,,,,,,,,
992,,,,,,,,,,,,,C1QBP,,,,,,,,,,,
993,,,,,,,,,,,,,CNNM4,,,,,,,,,,,
994,,,,,,,,,,,,,PDRG1,,,,,,,,,,,
995,,,,,,,,,,,,,TGM2,,,,,,,,,,,
996,,,,,,,,,,,,,PARP14,,,,,,,,,,,
997,,,,,,,,,,,,,SLC12A2,,,,,,,,,,,
998,,,,,,,,,,,,,MYC,,,,,,,,,,,
999,,,,,,,,,,,,,TOX3,,,,,,,,,,,
1000,,,,,,,,,,,,,FAIM2,,,,,,,,,,,
1001,,,,,,,,,,,,,SOCS2,,,,,,,,,,,
1002,,,,,,,,,,,,,FBN1,,,,,,,,,,,
1003,,,,,,,,,,,,,FLAD1,,,,,,,,,,,
1004,,,,,,,,,,,,,S100A8,,,,,,,,,,,
1005,,,,,,,,,,,,,P2RY10,,,,,,,,,,,
1006,,,,,,,,,,,,,TMEM204,,,,,,,,,,,
1007,,,,,,,,,,,,,CYB5D2,,,,,,,,,,,
1008,,,,,,,,,,,,,SHROOM3,,,,,,,,,,,
1009,,,,,,,,,,,,,IER5,,,,,,,,,,,
1010,,,,,,,,,,,,,CTDSPL,,,,,,,,,,,
1011,,,,,,,,,,,,,CA12,,,,,,,,,,,
1012,,,,,,,,,,,,,S100A14,,,,,,,,,,,
1013,,,,,,,,,,,,,IARS2,,,,,,,,,,,
1014,,,,,,,,,,,,,OAS2,,,,,,,,,,,
1015,,,,,,,,,,,,,AP001057.1,,,,,,,,,,,
1016,,,,,,,,,,,,,AC008268.1,,,,,,,,,,,
1017,,,,,,,,,,,,,MAPT,,,,,,,,,,,
1018,,,,,,,,,,,,,S100A10,,,,,,,,,,,
1019,,,,,,,,,,,,,IP6K2,,,,,,,,,,,
1020,,,,,,,,,,,,,CCNE2,,,,,,,,,,,
1021,,,,,,,,,,,,,ZNF587,,,,,,,,,,,
1022,,,,,,,,,,,,,EMX1,,,,,,,,,,,
1023,,,,,,,,,,,,,TNFAIP6,,,,,,,,,,,
1024,,,,,,,,,,,,,OASL,,,,,,,,,,,
1025,,,,,,,,,,,,,STK39,,,,,,,,,,,
1026,,,,,,,,,,,,,IFIT2,,,,,,,,,,,
1027,,,,,,,,,,,,,NCEH1,,,,,,,,,,,
1028,,,,,,,,,,,,,IGF1R,,,,,,,,,,,
1029,,,,,,,,,,,,,COL5A3,,,,,,,,,,,
1030,,,,,,,,,,,,,ACOX2,,,,,,,,,,,
1031,,,,,,,,,,,,,PSMB4,,,,,,,,,,,
1032,,,,,,,,,,,,,ADGRF5,,,,,,,,,,,
1033,,,,,,,,,,,,,AC037198.2,,,,,,,,,,,
1034,,,,,,,,,,,,,NR1D2,,,,,,,,,,,
1035,,,,,,,,,,,,,DDIT4,,,,,,,,,,,
1036,,,,,,,,,,,,,B4GALNT4,,,,,,,,,,,
1037,,,,,,,,,,,,,VMP1,,,,,,,,,,,
1038,,,,,,,,,,,,,TGFBI,,,,,,,,,,,
1039,,,,,,,,,,,,,TXNDC17,,,,,,,,,,,
1040,,,,,,,,,,,,,CKAP5,,,,,,,,,,,
1041,,,,,,,,,,,,,TASOR2,,,,,,,,,,,
1042,,,,,,,,,,,,,CDCP1,,,,,,,,,,,
1043,,,,,,,,,,,,,NCAPG2,,,,,,,,,,,
1044,,,,,,,,,,,,,ATAD2,,,,,,,,,,,
1045,,,,,,,,,,,,,HMGB2,,,,,,,,,,,
1046,,,,,,,,,,,,,F2RL2,,,,,,,,,,,
1047,,,,,,,,,,,,,SGCG,,,,,,,,,,,
1048,,,,,,,,,,,,,CCDC80,,,,,,,,,,,
1049,,,,,,,,,,,,,AC027601.6,,,,,,,,,,,
1050,,,,,,,,,,,,,TOP2A,,,,,,,,,,,
1051,,,,,,,,,,,,,MGST1,,,,,,,,,,,
1052,,,,,,,,,,,,,CBX4,,,,,,,,,,,
1053,,,,,,,,,,,,,FADS2,,,,,,,,,,,
1054,,,,,,,,,,,,,NCF1,,,,,,,,,,,
1055,,,,,,,,,,,,,PODN,,,,,,,,,,,
1056,,,,,,,,,,,,,PTGES,,,,,,,,,,,
1057,,,,,,,,,,,,,AFF3,,,,,,,,,,,
1058,,,,,,,,,,,,,DOK7,,,,,,,,,,,
1059,,,,,,,,,,,,,PLPBP,,,,,,,,,,,
1060,,,,,,,,,,,,,AC106795.2,,,,,,,,,,,
1061,,,,,,,,,,,,,GABRP,,,,,,,,,,,
1062,,,,,,,,,,,,,SIRLNT,,,,,,,,,,,
1063,,,,,,,,,,,,,AK4,,,,,,,,,,,
1064,,,,,,,,,,,,,UAP1,,,,,,,,,,,
1065,,,,,,,,,,,,,EDNRA,,,,,,,,,,,
1066,,,,,,,,,,,,,NEK2,,,,,,,,,,,
1067,,,,,,,,,,,,,PLD4,,,,,,,,,,,
1068,,,,,,,,,,,,,IFT122,,,,,,,,,,,
1069,,,,,,,,,,,,,MUC1,,,,,,,,,,,
1070,,,,,,,,,,,,,CREB3L4,,,,,,,,,,,
1071,,,,,,,,,,,,,LMNB2,,,,,,,,,,,
1072,,,,,,,,,,,,,CXCL12,,,,,,,,,,,
1073,,,,,,,,,,,,,PDE8B,,,,,,,,,,,
1074,,,,,,,,,,,,,KDR,,,,,,,,,,,
1075,,,,,,,,,,,,,DTL,,,,,,,,,,,
1076,,,,,,,,,,,,,ELF3,,,,,,,,,,,
1077,,,,,,,,,,,,,APOD,,,,,,,,,,,
1078,,,,,,,,,,,,,TGFBR1,,,,,,,,,,,
1079,,,,,,,,,,,,,RPL14,,,,,,,,,,,
1080,,,,,,,,,,,,,S100A11,,,,,,,,,,,
1081,,,,,,,,,,,,,PITPNA-AS1,,,,,,,,,,,
1082,,,,,,,,,,,,,NAT1,,,,,,,,,,,
1083,,,,,,,,,,,,,MACROD1,,,,,,,,,,,
1084,,,,,,,,,,,,,ROBO4,,,,,,,,,,,
1085,,,,,,,,,,,,,CHI3L1,,,,,,,,,,,
1086,,,,,,,,,,,,,DYNLL1,,,,,,,,,,,
1087,,,,,,,,,,,,,EGR1,,,,,,,,,,,
1088,,,,,,,,,,,,,NEURL3,,,,,,,,,,,
1089,,,,,,,,,,,,,SELENOW,,,,,,,,,,,
1090,,,,,,,,,,,,,PSMD4,,,,,,,,,,,
1091,,,,,,,,,,,,,PRKCI,,,,,,,,,,,
1092,,,,,,,,,,,,,NPNT,,,,,,,,,,,
1093,,,,,,,,,,,,,INPP5J,,,,,,,,,,,
1094,,,,,,,,,,,,,GPD1L,,,,,,,,,,,
1095,,,,,,,,,,,,,MCCD1,,,,,,,,,,,
1096,,,,,,,,,,,,,H3F3A,,,,,,,,,,,
1097,,,,,,,,,,,,,COA5,,,,,,,,,,,
1098,,,,,,,,,,,,,SAMD9,,,,,,,,,,,
1099,,,,,,,,,,,,,TPM1,,,,,,,,,,,
1100,,,,,,,,,,,,,TIPRL,,,,,,,,,,,
1101,,,,,,,,,,,,,TUBB2A,,,,,,,,,,,
1102,,,,,,,,,,,,,RAC2,,,,,,,,,,,
1103,,,,,,,,,,,,,TRIB2,,,,,,,,,,,
1104,,,,,,,,,,,,,RERG,,,,,,,,,,,
1105,,,,,,,,,,,,,NR1D1,,,,,,,,,,,
1106,,,,,,,,,,,,,SLC39A4,,,,,,,,,,,
1107,,,,,,,,,,,,,STMN1,,,,,,,,,,,
1108,,,,,,,,,,,,,NBPF11,,,,,,,,,,,
1109,,,,,,,,,,,,,LYPD6B,,,,,,,,,,,
1110,,,,,,,,,,,,,CD53,,,,,,,,,,,
1111,,,,,,,,,,,,,MPC2,,,,,,,,,,,
1112,,,,,,,,,,,,,LNX1,,,,,,,,,,,
1113,,,,,,,,,,,,,RBM20,,,,,,,,,,,
1114,,,,,,,,,,,,,SCUBE2,,,,,,,,,,,
1115,,,,,,,,,,,,,INTS8,,,,,,,,,,,
1116,,,,,,,,,,,,,MEAF6,,,,,,,,,,,
1117,,,,,,,,,,,,,UBD,,,,,,,,,,,
1118,,,,,,,,,,,,,ELP2,,,,,,,,,,,
1119,,,,,,,,,,,,,RACGAP1,,,,,,,,,,,
1120,,,,,,,,,,,,,CXCL9,,,,,,,,,,,
1121,,,,,,,,,,,,,AQP1,,,,,,,,,,,
